ID,Title,State,Developer,Module,Severity,Tester,createdDate,RootCause
37484,Billing - Invoice activity stuck in I - need reset,Closed,Christian Stokes,Billing,2 - Medium,Stacey Eley-Daughtry,6/4/2018 18:08,
40866,Billing - Invoice corrections - Dividend Message; Maine Surcharge Sort - Detail,Closed,Vibha Jain,Billing,2 - Medium,Jamie Coleman,10/2/2018 19:30,Broken Functionality
41663,Billing - Invoice Detail pages displaying $ 0.00 line items when they should be suppressed,Closed,,Billing,2 - Medium,Stacey Eley-Daughtry,11/7/2018 22:53,No Longer Needed
44446,Billing - Invoice failed to generate 3/14/19,Cancelled,Thomas Milek,Billing,2 - Medium,John Robertson,3/15/2019 21:40,Broken Functionality
41694,Billing - Invoice for policy 009NY900024289 has wrong insured name listed above Transaction Summary on 1st Page,Open,,Billing,2 - Medium,Jamie Coleman,11/8/2018 22:47,
42709,Billing - Invoice QC - Duplicate Risks on Invoice Detail - Duplicate Risk Numbers,Open,,Billing,2 - Medium,Jamie Coleman,12/28/2018 1:41,
48212,Billing - Invoice QC - Invoices for South Carolina policies effective 01/01/2020 should be directed to the QC queue so that they can be manually adjusted to include the Assessment,Closed,Kevin Hanshaw,Billing,2 - Medium,Stacey Eley-Daughtry,11/6/2019 18:54,Change Request
43145,Billing - Invoice QC - PCN & Rescind Endt Installment Numbers,Open,,Billing,2 - Medium,Jamie Coleman,1/17/2019 5:28,
40469,Billing - Invoice QC 9-20-18 002NJ000021239 Invoice is not correct - NJS is missing under Option 1,Awaiting Dev Assignment,Ron Matthews,Billing,2 - Medium,Jamie Coleman,9/20/2018 21:08,Broken Functionality
34494,Billing - Invoice QC queue - Modify 10% rule to send every 10th invoice to queue,Closed,Kevin Hanshaw,Billing,2 - Medium,Stacey Eley-Daughtry,2/17/2018 2:26,Change Request
48749,Billing - Invoice Remittance Alignment/ Pushed to Page 2,Clarification,,Billing,2 - Medium,Jamie Coleman,1/13/2020 22:54,
33386,Billing - Invoiced Charges - Disbursement ReBill - Process issue with dates,Clarification,Kushal Pawar,Billing,2 - Medium,Stacey Eley-Daughtry,1/8/2018 19:19,Code Error
47097,Billing - InvoiceQC - Deprecated Endorsement scheduling,Open,,Billing,2 - Medium,John Robertson,7/22/2019 18:36,
32682,Billing - Invoices not generated after Hold Release (Duplicate Transactions),Closed,Thomas Milek,Billing,2 - Medium,Stacey Eley-Daughtry,12/5/2017 0:12,Broken Functionality
35915,Billing - Invoices with Rein transactions and surcharges/fees - Surcharges on Catchup Invoices after installment schedule has expired,Closed,Darren Harton,Billing,2 - Medium,Jamie Coleman,4/10/2018 20:23,Broken Functionality
41691,Billing - Invoicing after Reinstate - No Detail on Detail Page,Open,,Billing,2 - Medium,Stacey Eley-Daughtry,11/8/2018 21:30,
33082,Billing - Invoicing continues after Pro-Rata Cancellation for the Outstanding Balance,Cancelled,,Billing,2 - Medium,John Robertson,12/18/2017 9:09,
33184,Billing - Invoicing/Installment Schedule duplicating Risk info after Reinstatement with different amounts,Closed,Jonathan pinney,Billing,2 - Medium,Lisa O'Brien,12/22/2017 0:57,Base Defect
38415,Billing - KY Invoice on Reinstatement showing incorrect values,Closed,Manasi Bobade,Billing,2 - Medium,Veekram Chakraborty,7/16/2018 17:37,Broken Functionality
38057,Billing - KY Municipal Tax,Closed,Vibha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,6/27/2018 18:14,Change Request
41417,Billing - KY Reporting on Collected Premium,Closed,,Billing,2 - Medium,Stacey Eley-Daughtry,10/30/2018 19:22,
38056,Billing - KY Surcharge,Closed,Kushal Pawar,Billing,2 - Medium,Stacey Eley-Daughtry,6/27/2018 18:09,Change Request
46287,Billing - Lawrence General Account 001PRM0000013733 Oustanding Balance issues,Pending Deployment to Production,Siddharth Tiwari,Billing,2 - Medium,Stacey Eley-Daughtry,5/31/2019 18:45,Broken Functionality
33871,Billing - Legal Collection Template under Form letters,Closed,David Rinaldi,Billing,2 - Medium,Jamie Coleman,1/23/2018 22:26,Change Request
47041,Billing - Lockbox Batch Reversal erroring - 'RBTP' and 'RBPP' - ROOT CAUSE,Open,,Billing,2 - Medium,Mustapha Fahimi,7/18/2019 20:35,
41278,Billing - LockBox Loading Issue,Closed,Manasi Bobade,Billing,3 - High,Mustapha Fahimi,10/22/2018 20:26,Data Error
49122,Billing - Malformed Account - Need to resolve the Account Number for policies (account number equal to policy number),Closed,Siddharth Tiwari,Billing,2 - Medium,Stacey Eley-Daughtry,2/24/2020 15:33,Balancing Policy/Billing
47864,Billing - Malformed Account - Need to resolve the Account Number for policies (account number equal to policy number),Closed,Siddharth Tiwari,Billing,2 - Medium,Stacey Eley-Daughtry,10/1/2019 15:27,Balancing Policy/Billing
46077,Billing - Malformed Account - Need to resolve the Account Number for policy 002CT000005436 and 002NH000016779(account number equal to policy number),Closed,Nikita Mazgaonkar,Billing,2 - Medium,Stacey Eley-Daughtry,5/21/2019 14:34,Balancing Policy/Billing
49728,"Billing - Malformed Account - Need to resolve the Account Number for policy 002CT000005436, 009NY000019853 (account number equal to policy number)",Closed,Siddharth Tiwari,Billing,2 - Medium,Stacey Eley-Daughtry,5/7/2020 19:12,Balancing Policy/Billing
48560,Billing - Malformed Account - Need to resolve the Account Number for policy 002CT000017725 (account number equal to policy number),Closed,Kuntal Boxi,Billing,2 - Medium,Stacey Eley-Daughtry,12/17/2019 15:50,Balancing Policy/Billing
49942,Billing - Malformed Account - Need to resolve the Account Number for policy 002NH000016779 (account number equal to policy number),Clarification,Apeksha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,6/11/2020 13:59,Balancing Policy/Billing
47782,Billing - Malformed Account - Need to resolve the Account Number for policy 002PA000008960 (account number equal to policy number),Closed,Siddharth Tiwari,Billing,2 - Medium,Stacey Eley-Daughtry,9/23/2019 15:46,Balancing Policy/Billing
47473,Billing - Malformed Account - Need to resolve the Account Number for policy 004WA000006735(account number equal to policy number),Closed,Siddharth Tiwari,Billing,2 - Medium,Stacey Eley-Daughtry,8/27/2019 11:24,Balancing Policy/Billing
48252,Billing - Malformed Account - Need to resolve the Account Number for policy 004WA000011315 (account number equal to policy number),Closed,Kuntal Boxi,Billing,2 - Medium,Stacey Eley-Daughtry,11/12/2019 15:43,Balancing Policy/Billing
48065,Billing - Malformed Account - Need to resolve the Account Number for policy 004WA000011319 (account number equal to policy number),Closed,Kuntal Boxi,Billing,2 - Medium,Stacey Eley-Daughtry,10/22/2019 17:19,Balancing Policy/Billing
42357,Billing - Malformed Account - Need to resolve the Account Number for policy 004WA000021862 (account number equal to policy number),Closed,Nikita Mazgaonkar,Billing,2 - Medium,Stacey Eley-Daughtry,12/12/2018 7:31,Balancing Policy/Billing
45847,Billing - Malformed Account - Need to resolve the Account Number for policy 009NY000019853(account number equal to policy number),Closed,Nikita Mazgaonkar,Billing,2 - Medium,Stacey Eley-Daughtry,5/7/2019 16:08,Balancing Policy/Billing
36185,Billing - Malformed policy term extended data found in PODS and Production,Dev Assigned,Kyle Spears,Billing,2 - Medium,John Robertson,4/19/2018 20:04,
39806,Billing - Manual allocation of suspended cash is zeroing out all balances,Closed,,Billing,2 - Medium,Jamie Coleman,8/17/2018 3:23,Base Defect
33974,"Billing - Manual Redistribution - Error ""number of splits must be greater than zero. Parameter name: numOfSplits"" - BASE FIX",Closed,,Billing,2 - Medium,Jamie Coleman,1/26/2018 21:39,Base Defect
44914,Billing - Missing NJ Pliga Catch-Up invoice after PCN,Dev Assigned,Siddharth Tiwari,Billing,2 - Medium,Jamie Coleman,3/27/2019 20:51,Code Error
37305,Billing - Missing REPID Error on payments,Closed,Manasi Bobade,Billing,2 - Medium,Jamie Coleman,5/24/2018 18:17,Broken Functionality
40331,Billing - Missing Transactions awaiting HF9 deployment,Closed,Vibha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,9/12/2018 5:44,Balancing Policy/Billing
49670,Billing - Missing Transactions where name contains &,Clarification,Kay Smith,Billing,2 - Medium,Stacey Eley-Daughtry,5/4/2020 19:02,
47226,Billing - Modify the NSF letter,Open,,Billing,2 - Medium,Jamie Coleman,7/30/2019 21:47,
49460,Billing - Move PCN report to stored procedure,Dev In Progress,Christian Stokes,Billing,2 - Medium,Stacey Eley-Daughtry,4/2/2020 3:03,New Request
33574,Billing - Name issues in Prelude vendor table,Closed,,Prelude,2 - Medium,Michelle Schleicher,1/13/2018 5:13,
46729,Billing - Need to add forms letter link to agency bill accounts,Open,,Billing,2 - Medium,Jamie Coleman,6/25/2019 19:28,
42856,Billing - Need to add the Legal collections account code to the statement for companies 5 and 6,Closed,David Rinaldi,Billing,2 - Medium,Jamie Coleman,1/8/2019 2:38,Change Request
49189,Billing - Need to increase the # of invoices that can print in Onbase (Robotics),Awaiting Dev Assignment,,Billing,2 - Medium,Lindsay Ward,2/29/2020 0:06,
41590,Billing - Need to process missing reinstatement for policy 003IN000019874,Closed,Manasi Bobade,Billing,2 - Medium,Stacey Eley-Daughtry,11/2/2018 18:55,Balancing Policy/Billing
43111,Billing - Need to resolve discrepancy on NB transactions for policies 009NY000000110 / 2015-02-02 and 009NY000000024 / 2015-01-08,Closed,Kushal Pawar,Billing,2 - Medium,Stacey Eley-Daughtry,1/15/2019 17:55,Balancing Policy/Billing
42288,Billing - Need to resolve duplicate billing account for policy 002CT000010545,Closed,Vibha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,12/6/2018 20:42,Balancing Policy/Billing
45983,Billing - Need to update payee inorder to process refund,Closed,,Billing,2 - Medium,Ronda Chrzan,5/14/2019 19:21,
49991,BILLING - Negative Balances On ACH Invoice File,Dev Assigned,Kevin Hanshaw,Billing,2 - Medium,Michelle Schleicher,6/18/2020 23:45,
37419,Billing - NetCore Reports Agency Bill - UI Formatting Issues,Closed,David Rinaldi,Billing,2 - Medium,Jamie Coleman,5/30/2018 18:59,Change Request
44174,Billing - New Cyber Product Invoice changes,Closed,David Rinaldi,Billing,2 - Medium,Jamie Coleman,3/7/2019 19:58,Change Request
33334,Billing - New Print Queue for MW and East QC Queue not including insured and agent copy,Closed,,Billing,3 - High,Ronda Chrzan,1/3/2018 21:19,
44235,Billing - New Product - Coverys Response Plus (Policy 28268),Awaiting Dev Assignment,,Billing,2 - Medium,Stacey Eley-Daughtry,3/8/2019 20:05,Change Request
40391,Billing - No Account or Agent info associated with commission accounts,Closed,Jonathan pinney,Billing,2 - Medium,Jamie Coleman,9/17/2018 17:29,Data Error
37461,Billing - Non Premium Accounts - Exclude Balance Due Letters,Closed,David Rinaldi,Billing,2 - Medium,Stacey Eley-Daughtry,6/1/2018 21:45,Change Request
40844,Billing - Not enough open balance error - Root Cause for system attempting to close a $0 item,Closed,,Billing,2 - Medium,Jamie Coleman,10/1/2018 22:35,
40843,Billing - Not enough open balance error - Root Cause related to items not closed when payment originally applied,Closed,,Billing,3 - High,Jamie Coleman,10/1/2018 22:29,
45674,Billing - OCR line on the premium past due notice is missing the invoice number,Closed,David Rinaldi,Billing,2 - Medium,Jamie Coleman,4/25/2019 22:41,Broken Functionality
33249,Billing - Octopus Payment Misallocation Fixes for  12/19/17 - 1/5/18,Closed,Darren Harton,Billing,2 - Medium,Stacey Eley-Daughtry,12/28/2017 12:10,Balancing Under/Over Allocation
42896,Billing - Octopus Payment Misallocation Fixes for the Week of 01/07/2019 - 01/13/2019,Closed,Vibha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,1/9/2019 17:42,Balancing Policy/Billing
33454,Billing - Octopus Payment Misallocation Fixes for the Week of 01/08/18 and 01/12/18,Closed,Jitesh Mahale,Billing,2 - Medium,Stacey Eley-Daughtry,1/10/2018 12:50,Balancing Under/Over Allocation
48754,Billing - Octopus Payment Misallocation Fixes for the Week of 01/13/2020 - 01/19/2020,Code/Script Review,Kuntal Boxi,Billing,2 - Medium,Stacey Eley-Daughtry,1/14/2020 12:11,Balancing Under/Over Allocation
43105,Billing - Octopus Payment Misallocation Fixes for the Week of 01/14/2019 - 01/20/2019,Closed,Vibha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,1/15/2019 14:12,Balancing Policy/Billing
48808,Billing - Octopus Payment Misallocation Fixes for the Week of 01/20/2020 - 01/26/2020,Dev Assigned,Vibha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,1/23/2020 13:50,Balancing Under/Over Allocation
43214,Billing - Octopus Payment Misallocation Fixes for the Week of 01/21/2019 - 01/27/2019,Closed,Nikita Mazgaonkar,Billing,2 - Medium,Stacey Eley-Daughtry,1/22/2019 11:29,Balancing Policy/Billing
33844,Billing - Octopus Payment Misallocation Fixes for the Week of 01/22/18 - 02/02/2018,Closed,Darren Harton,Billing,2 - Medium,Stacey Eley-Daughtry,1/23/2018 2:06,Balancing Under/Over Allocation
43345,Billing - Octopus Payment Misallocation Fixes for the Week of 01/28/2019 - 02/03/2019,Closed,Kushal Pawar,Billing,2 - Medium,Stacey Eley-Daughtry,1/29/2019 20:18,Balancing Policy/Billing
43463,Billing - Octopus Payment Misallocation Fixes for the Week of 02/04/2019 - 02/10/2019,Closed,Nikita Mazgaonkar,Billing,2 - Medium,Stacey Eley-Daughtry,2/5/2019 14:16,Balancing Policy/Billing
34181,Billing - Octopus Payment Misallocation Fixes for the Week of 02/05/18 - 02/16/2018,Closed,Kushal Pawar,Billing,2 - Medium,Stacey Eley-Daughtry,2/5/2018 12:44,Balancing Under/Over Allocation
43631,Billing - Octopus Payment Misallocation Fixes for the Week of 02/11/2019 - 02/17/2019,Closed,Nikita Mazgaonkar,Billing,2 - Medium,Stacey Eley-Daughtry,2/12/2019 11:49,Balancing Policy/Billing
34526,Billing - Octopus Payment Misallocation Fixes for the Week of 02/19/18 - 02/23/2018,Closed,,Billing,2 - Medium,Stacey Eley-Daughtry,2/19/2018 19:25,Balancing Under/Over Allocation
43972,Billing - Octopus Payment Misallocation Fixes for the Week of 02/25/2019 - 03/03/2019,Closed,Nikita Mazgaonkar,Billing,2 - Medium,Stacey Eley-Daughtry,2/25/2019 17:41,Balancing Policy/Billing
34687,Billing - Octopus Payment Misallocation Fixes for the Week of 02/26/2018 - 03/02/2018,Closed,,Billing,2 - Medium,Stacey Eley-Daughtry,2/26/2018 17:07,Balancing Under/Over Allocation
44107,Billing - Octopus Payment Misallocation Fixes for the Week of 03/04/2019 - 03/10/2019,Closed,Nikita Mazgaonkar,Billing,2 - Medium,Stacey Eley-Daughtry,3/5/2019 17:56,Balancing Under/Over Allocation
34903,Billing - Octopus Payment Misallocation Fixes for the Week of 03/05/2018 - 03/09/2018,Closed,,Billing,2 - Medium,Stacey Eley-Daughtry,3/5/2018 20:37,Balancing Under/Over Allocation
44314,Billing - Octopus Payment Misallocation Fixes for the Week of 03/11/2019 - 03/17/2019,Closed,Nikita Mazgaonkar,Billing,2 - Medium,Stacey Eley-Daughtry,3/12/2019 18:11,Balancing Under/Over Allocation
35031,Billing - Octopus Payment Misallocation Fixes for the Week of 03/12/2018 - 03/16/2018,Closed,,Billing,2 - Medium,Stacey Eley-Daughtry,3/12/2018 12:50,Balancing Under/Over Allocation
44596,Billing - Octopus Payment Misallocation Fixes for the Week of 03/18/2019 - 03/24/2019,Closed,Nikita Mazgaonkar,Billing,2 - Medium,Stacey Eley-Daughtry,3/19/2019 15:11,Balancing Under/Over Allocation
35260,Billing - Octopus Payment Misallocation Fixes for the Week of 03/19/2018 - 03/23/2018,Closed,Jitesh Mahale,Billing,2 - Medium,Stacey Eley-Daughtry,3/19/2018 12:08,Balancing Under/Over Allocation
49421,Billing - Octopus Payment Misallocation Fixes for the Week of 03/22/2020 - 03/27/2020,Clarification,Siddharth Tiwari,Billing,2 - Medium,Stacey Eley-Daughtry,3/27/2020 15:56,Balancing Under/Over Allocation
44815,Billing - Octopus Payment Misallocation Fixes for the Week of 03/25/2019 - 03/31/2019,Closed,Nikita Mazgaonkar,Billing,2 - Medium,Stacey Eley-Daughtry,3/26/2019 18:37,Balancing Under/Over Allocation
35425,Billing - Octopus Payment Misallocation Fixes for the Week of 03/26/2018 - 03/30/2018,Closed,Jitesh Mahale,Billing,2 - Medium,Stacey Eley-Daughtry,3/26/2018 15:48,Balancing Under/Over Allocation
45130,Billing - Octopus Payment Misallocation Fixes for the Week of 04/01/2019 - 04/07/2019,Closed,Nikita Mazgaonkar,Billing,2 - Medium,Stacey Eley-Daughtry,4/2/2019 17:28,Balancing Under/Over Allocation
35624,Billing - Octopus Payment Misallocation Fixes for the Week of 04/02/2018 - 04/06/2018,Closed,Jitesh Mahale,Billing,2 - Medium,Stacey Eley-Daughtry,4/2/2018 16:19,Balancing Under/Over Allocation
45307,Billing - Octopus Payment Misallocation Fixes for the Week of 04/08/2019 - 04/14/2019,Closed,Nikita Mazgaonkar,Billing,2 - Medium,Stacey Eley-Daughtry,4/9/2019 18:10,Balancing Under/Over Allocation
35756,Billing - Octopus Payment Misallocation Fixes for the Week of 04/09/2018 - 04/13/2018,Closed,Jitesh Mahale,Billing,2 - Medium,Stacey Eley-Daughtry,4/9/2018 15:17,Balancing Under/Over Allocation
36071,Billing - Octopus Payment Misallocation Fixes for the Week of 04/16/2018 - 04/21/2018,Closed,Vibha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,4/16/2018 11:31,Balancing Under/Over Allocation
36331,Billing - Octopus Payment Misallocation Fixes for the Week of 04/23/2018 - 04/29/2018,Closed,Manasi Bobade,Billing,2 - Medium,Stacey Eley-Daughtry,4/24/2018 10:52,Balancing Under/Over Allocation
45603,Billing - Octopus Payment Misallocation Fixes for the Week of 04/23/2019 - 04/28/2019,Closed,Vibha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,4/23/2019 14:47,Balancing Under/Over Allocation
36519,Billing - Octopus Payment Misallocation Fixes for the Week of 04/30/2018 - 05/06/2018,Closed,Vibha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,4/30/2018 10:51,Balancing Under/Over Allocation
45820,Billing - Octopus Payment Misallocation Fixes for the Week of 05/06/2019 - 05/12/2019,Closed,Nikita Mazgaonkar,Billing,2 - Medium,Stacey Eley-Daughtry,5/6/2019 17:38,Balancing Under/Over Allocation
36744,Billing - Octopus Payment Misallocation Fixes for the Week of 05/07/2018 - 05/13/2018,Closed,Jitesh Mahale,Billing,2 - Medium,Stacey Eley-Daughtry,5/7/2018 18:55,Balancing Under/Over Allocation
36988,Billing - Octopus Payment Misallocation Fixes for the Week of 05/14/2018 - 05/20/2018,Closed,Vibha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,5/14/2018 17:00,Balancing Under/Over Allocation
46084,Billing - Octopus Payment Misallocation Fixes for the Week of 05/20/2019 - 05/26/2019,Closed,Nikita Mazgaonkar,Billing,2 - Medium,Stacey Eley-Daughtry,5/21/2019 17:49,Balancing Under/Over Allocation
37173,Billing - Octopus Payment Misallocation Fixes for the Week of 05/21/2018 - 05/27/2018,Closed,Vibha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,5/21/2018 12:08,Balancing Under/Over Allocation
37374,Billing - Octopus Payment Misallocation Fixes for the Week of 06/04/2018 - 06/10/2018,Closed,Manasi Bobade,Billing,2 - Medium,Stacey Eley-Daughtry,5/29/2018 12:34,Balancing Under/Over Allocation
46546,Billing - Octopus Payment Misallocation Fixes for the Week of 06/10/2019 - 06/16/2019,Closed,Vibha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,6/14/2019 16:33,Balancing Under/Over Allocation
37642,Billing - Octopus Payment Misallocation Fixes for the Week of 06/11/2018 - 06/17/2018,Closed,Jitesh Mahale,Billing,2 - Medium,Stacey Eley-Daughtry,6/11/2018 18:09,Balancing Under/Over Allocation
46677,Billing - Octopus Payment Misallocation Fixes for the Week of 06/17/2019 - 06/23/2019,Closed,Nikita Mazgaonkar,Billing,2 - Medium,Stacey Eley-Daughtry,6/20/2019 16:04,Balancing Under/Over Allocation
37873,Billing - Octopus Payment Misallocation Fixes for the Week of 06/18/2018 - 06/24/2018,Closed,Jitesh Mahale,Billing,2 - Medium,Stacey Eley-Daughtry,6/21/2018 18:02,Balancing Under/Over Allocation
38053,Billing - Octopus Payment Misallocation Fixes for the Week of 06/25/2018 - 07/01/2018,Closed,Jitesh Mahale,Billing,2 - Medium,Stacey Eley-Daughtry,6/27/2018 12:29,Balancing Under/Over Allocation
46837,Billing - Octopus Payment Misallocation Fixes for the Week of 07/01/2019 - 07/07/2019,Closed,Siddharth Tiwari,Billing,2 - Medium,Stacey Eley-Daughtry,7/3/2019 13:04,Balancing Under/Over Allocation
38188,Billing - Octopus Payment Misallocation Fixes for the Week of 07/02/2018 - 07/08/2018,Closed,Jitesh Mahale,Billing,2 - Medium,Stacey Eley-Daughtry,7/3/2018 15:14,Balancing Under/Over Allocation
38271,Billing - Octopus Payment Misallocation Fixes for the Week of 07/09/2018 - 07/15/2018,Closed,Jitesh Mahale,Billing,2 - Medium,Stacey Eley-Daughtry,7/9/2018 14:46,Balancing Under/Over Allocation
38416,Billing - Octopus Payment Misallocation Fixes for the Week of 07/16/2018 - 07/22/2018,Closed,Jitesh Mahale,Billing,2 - Medium,Stacey Eley-Daughtry,7/16/2018 17:53,Balancing Under/Over Allocation
38576,Billing - Octopus Payment Misallocation Fixes for the Week of 07/23/2018 - 07/29/2018,Closed,Jitesh Mahale,Billing,2 - Medium,Stacey Eley-Daughtry,7/23/2018 12:33,Balancing Under/Over Allocation
47194,Billing - Octopus Payment Misallocation Fixes for the Week of 07/29/2019 - 08/04/2019,Closed,Siddharth Tiwari,Billing,2 - Medium,Stacey Eley-Daughtry,7/29/2019 15:35,Balancing Under/Over Allocation
39132,Billing - Octopus Payment Misallocation Fixes for the Week of 07/30/2018 - 08/05/2018,Closed,Jitesh Mahale,Billing,2 - Medium,Stacey Eley-Daughtry,7/30/2018 15:34,Balancing Under/Over Allocation
47300,Billing - Octopus Payment Misallocation Fixes for the Week of 08/05/2019 - 08/11/2019,Closed,Siddharth Tiwari,Billing,2 - Medium,Stacey Eley-Daughtry,8/8/2019 17:58,Balancing Under/Over Allocation
39472,Billing - Octopus Payment Misallocation Fixes for the Week of 08/06/2018 - 08/13/2018,Closed,Vibha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,8/6/2018 13:46,Balancing Under/Over Allocation
39577,Billing - Octopus Payment Misallocation Fixes for the Week of 08/13/2018 - 08/19/2018,Closed,Vibha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,8/13/2018 11:24,Balancing Under/Over Allocation
47445,Billing - Octopus Payment Misallocation Fixes for the Week of 08/19/2019 - 08/25/2019,Closed,Siddharth Tiwari,Billing,2 - Medium,Stacey Eley-Daughtry,8/23/2019 11:48,Balancing Under/Over Allocation
47525,Billing - Octopus Payment Misallocation Fixes for the Week of 08/26/2019 - 09/01/2019,Closed,Siddharth Tiwari,Billing,2 - Medium,Stacey Eley-Daughtry,8/30/2019 17:55,Balancing Under/Over Allocation
40059,Billing - Octopus Payment Misallocation Fixes for the Week of 08/27/2018 - 09/02/2018,Closed,,Billing,2 - Medium,Stacey Eley-Daughtry,8/28/2018 12:23,Balancing Under/Over Allocation
40175,Billing - Octopus Payment Misallocation Fixes for the Week of 09/03/2018 - 09/09/2018,Closed,Jitesh Mahale,Billing,2 - Medium,Stacey Eley-Daughtry,9/3/2018 18:10,Balancing Under/Over Allocation
47651,Billing - Octopus Payment Misallocation Fixes for the Week of 09/09/2019 - 09/15/2019,Closed,Siddharth Tiwari,Billing,2 - Medium,Stacey Eley-Daughtry,9/9/2019 16:36,Balancing Under/Over Allocation
40267,Billing - Octopus Payment Misallocation Fixes for the Week of 09/10/2018 - 09/16/2018,Closed,Jitesh Mahale,Billing,2 - Medium,Stacey Eley-Daughtry,9/10/2018 15:26,Balancing Under/Over Allocation
47726,Billing - Octopus Payment Misallocation Fixes for the Week of 09/16/2019 - 09/22/2019,Closed,Siddharth Tiwari,Billing,2 - Medium,Stacey Eley-Daughtry,9/17/2019 19:16,Balancing Under/Over Allocation
40385,Billing - Octopus Payment Misallocation Fixes for the Week of 09/17/2018 - 09/23/2018,Closed,Jitesh Mahale,Billing,2 - Medium,Stacey Eley-Daughtry,9/17/2018 13:13,Balancing Under/Over Allocation
40509,Billing - Octopus Payment Misallocation Fixes for the Week of 09/24/2018 - 09/30/2018,Closed,Vibha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,9/24/2018 16:22,Balancing Under/Over Allocation
47891,Billing - Octopus Payment Misallocation Fixes for the Week of 09/29/2019 - 10/06/2019,Closed,Siddharth Tiwari,Billing,2 - Medium,Stacey Eley-Daughtry,10/3/2019 12:37,Balancing Under/Over Allocation
40824,Billing - Octopus Payment Misallocation Fixes for the Week of 10/01/2018 - 10/07/2018,Closed,Jitesh Mahale,Billing,2 - Medium,Stacey Eley-Daughtry,10/1/2018 14:37,Balancing Under/Over Allocation
40990,Billing - Octopus Payment Misallocation Fixes for the Week of 10/08/2018 - 10/14/2018,Closed,Vibha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,10/9/2018 12:15,Balancing Under/Over Allocation
48024,Billing - Octopus Payment Misallocation Fixes for the Week of 10/14/2019 - 10/20/2019,Closed,Kuntal Boxi,Billing,2 - Medium,Stacey Eley-Daughtry,10/17/2019 14:35,Balancing Under/Over Allocation
41124,Billing - Octopus Payment Misallocation Fixes for the Week of 10/15/2018 - 10/21/2018,Closed,Kushal Pawar,Billing,2 - Medium,Stacey Eley-Daughtry,10/15/2018 12:32,Balancing Under/Over Allocation
41266,Billing - Octopus Payment Misallocation Fixes for the Week of 10/22/2018 - 10/28/2018,Closed,Jitesh Mahale,Billing,2 - Medium,Stacey Eley-Daughtry,10/22/2018 9:22,Balancing Under/Over Allocation
41410,Billing - Octopus Payment Misallocation Fixes for the Week of 10/29/2018 - 11/04/2018,Closed,Jitesh Mahale,Billing,2 - Medium,Stacey Eley-Daughtry,10/30/2018 15:40,Balancing Under/Over Allocation
48200,Billing - Octopus Payment Misallocation Fixes for the Week of 11/04/2019 - 11/10/2019,Closed,Siddharth Tiwari,Billing,2 - Medium,Stacey Eley-Daughtry,11/5/2019 15:06,Balancing Under/Over Allocation
41794,Billing - Octopus Payment Misallocation Fixes for the Week of 11/12/2018 - 11/19/2018,Closed,Vibha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,11/13/2018 15:37,Balancing Under/Over Allocation
48307,Billing - Octopus Payment Misallocation Fixes for the Week of 11/18/2019 - 11/24/2019,Closed,Kuntal Boxi,Billing,2 - Medium,Stacey Eley-Daughtry,11/19/2019 16:11,Balancing Under/Over Allocation
41993,Billing - Octopus Payment Misallocation Fixes for the Week of 11/19/2018 - 11/25/2018,Closed,Vibha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,11/19/2018 11:31,Balancing Under/Over Allocation
48382,Billing - Octopus Payment Misallocation Fixes for the Week of 11/25/2019 - 12/01/2019,Closed,Kuntal Boxi,Billing,2 - Medium,Stacey Eley-Daughtry,11/26/2019 16:21,Balancing Under/Over Allocation
42082,Billing - Octopus Payment Misallocation Fixes for the Week of 11/26/2018 - 12/02/2018,Closed,Vibha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,11/26/2018 12:04,Balancing Under/Over Allocation
42205,Billing - Octopus Payment Misallocation Fixes for the Week of 12/03/2018 - 12/09/2018,Closed,Vibha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,12/3/2018 14:33,Balancing Under/Over Allocation
42345,Billing - Octopus Payment Misallocation Fixes for the Week of 12/10/2018 - 12/16/2018,Cancelled,Vibha Jain,Billing,2 - Medium,Stacey Eley-Daughtry,12/11/2018 17:42,Balancing Under/Over Allocation
32854,Billing - Octopus Payment Misallocation Fixes for the Week of 12/11/17 and 12/18/17,Closed,Darren Harton,Billing,2 - Medium,Stacey Eley-Daughtry,12/12/2017 0:12,Balancing Under/Over Allocation
